"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Cyprus","CYP","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.5","","76.6169128417969","","80.5970153808594","","84.0796051025391","78.6069641113281","79.8076934814453","79.8076934814453","82.211540222168","83.6538467407227","84.6153869628906","82.4644546508789","79.1469192504883","80.7511749267578","79.3427200317383","77.4647903442383","78.3251266479492","80.7881774902344","82.7586212158203","83.2512283325195","80.5825271606445","81.159423828125","75.3623199462891","73.4299545288086","73.9130401611328",
"Czechia","CZE","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","","75.1243743896484","","71.1442794799805","","76.6169128417969","79.6019897460938","80.288459777832","75.961540222168","77.4038467407227","79.3269195556641","81.7307662963867","81.0426559448242","78.6729888916016","79.8122100830078","76.9953079223633","77.9342727661133","78.8177337646484","82.2660064697266","81.2807846069336","75.3694610595703","74.7572784423828","73.4299545288086","78.7439651489258","79.7101440429688","80.6763305664063",
"Germany","DEU","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","","89.0547256469727","","89.5522384643555","","94.5273666381836","93.532341003418","93.75","93.2692337036133","93.2692337036133","93.2692337036133","93.75","92.890998840332","92.4170608520508","93.4272308349609","93.4272308349609","93.4272308349609","96.0591125488281","95.5665054321289","95.0738906860352","95.5665054321289","95.1456298828125","95.1690826416016","94.2028961181641","95.6521759033203","94.6859893798828",
"Djibouti","DJI","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","","18.4079608917236","","22.8855724334717","","23.8805961608887","28.3582096099854","25","15.865385055542","17.3076915740967","13.942307472229","13.942307472229","13.7440757751465","13.2701425552368","8.92018795013428","7.98122072219849","7.51173686981201","8.3743839263916","9.35960578918457","11.3300495147705","10.837438583374","11.6504850387573","10.6280193328857","10.6280193328857","14.0096616744995","14.0096616744995",
"Dominica","DMA","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5","","81.592041015625","","82.0895538330078","","83.0845794677734","81.592041015625","81.7307662963867","77.4038467407227","78.3653869628906","79.8076934814453","82.211540222168","78.6729888916016","76.3033142089844","76.9953079223633","76.5258178710938","76.9953079223633","81.2807846069336","74.3842391967773","75.3694610595703","75.8620681762695","73.7864074707031","74.8792266845703","73.9130401611328","72.4637680053711","71.4975814819336",
"Denmark","DNK","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","","95.5223846435547","","97.5124359130859","","99.0049743652344","99.5024871826172","100","100","100","97.1153869628906","99.038459777832","97.6303329467773","97.6303329467773","97.1830978393555","99.06103515625","99.530517578125","97.0443344116211","97.5369491577148","99.014778137207","97.0443344116211","97.5728149414063","98.5507278442383","97.5845413208008","98.5507278442383","98.0676345825195",
"Dominican Republic","DOM","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","","52.2388076782227","","56.2189064025879","","55.2238807678223","48.2587051391602","50.961540222168","48.5576934814453","53.8461532592773","54.3269233703613","52.8846168518066","51.6587677001953","51.1848335266113","52.582160949707","55.3990592956543","53.9906120300293","54.1871910095215","52.2167472839355","52.709358215332","52.709358215332","50.4854354858398","53.1400947570801","54.5893707275391","57.0048294067383","57.9710159301758",
"Algeria","DZA","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5","","12.4378108978271","","14.4278602600098","","18.9054718017578","18.9054718017578","23.5576915740967","25.480770111084","22.5961532592773","20.1923084259033","20.6730766296387","17.5355453491211","18.4834117889404","20.1877937316895","22.5352115631104","23.9436626434326","25.1231517791748","24.630542755127","23.645320892334","23.1527099609375","21.3592224121094","19.8067626953125","19.3236713409424","20.7729473114014","21.7391300201416",
"East Asia & Pacific (excluding high income)","EAP","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.5","","53.7313423156738","","43.7810935974121","","47.2636833190918","43.7810935974121","40.8653831481934","36.538459777832","37.980770111084","43.269229888916","40.3846168518066","39.3364944458008","38.8625602722168","37.0892028808594","38.4976539611816","40.3755874633789","39.9014778137207","39.4088668823242","38.4236450195313","40.8866996765137","46.6019401550293","47.8260879516602","45.4106292724609","51.6908226013184","48.7922706604004",
"Egypt, Arab Rep.","EGY","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","21.3930339813232","","22.3880596160889","","16.4179096221924","18.4079608917236","21.634614944458","21.1538467407227","14.4230766296387","14.9038457870483","13.4615383148193","14.2180099487305","13.7440757751465","14.0845069885254","25.8215961456299","16.9014091491699","14.7783250808716","14.7783250808716","14.2857141494751","13.3004922866821","13.1067962646484","8.21256065368652","7.72946882247925","8.21256065368652","9.17874431610107",
"Euro area","EMU","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5","","13.4328355789185","","7.96019887924194","","1.99004971981049","1.49253726005554","1.44230771064758","0","1.44230771064758","1.92307686805725","0.961538434028625","0.473933637142181","0.473933637142181","0.469483554363251","0.938967108726501","0.938967108726501","1.47783255577087","0.985221683979034","0.985221683979034","0.492610841989517","0.485436886548996","0.483091801404953","0.483091801404953","0.483091801404953","1.44927537441254",
"Spain","ESP","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5","","89.5522384643555","","88.5572128295898","","90.0497512817383","89.5522384643555","89.4230804443359","84.1346130371094","85.5769195556641","87.0192337036133","87.5","88.1516571044922","85.3080596923828","83.0985946655273","82.1596221923828","78.4037551879883","76.8472900390625","82.7586212158203","82.2660064697266","82.2660064697266","81.5533981323242","80.6763305664063","80.1932373046875","79.22705078125","79.7101440429688",
"Estonia","EST","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.5","","78.1094512939453","","77.1144256591797","","79.6019897460938","82.5870666503906","83.6538467407227","80.7692337036133","84.6153869628906","84.1346130371094","85.5769195556641","83.8862533569336","83.4123229980469","87.3239440917969","85.9154891967773","85.9154891967773","88.1773376464844","87.1921157836914","89.1625595092773","89.6551742553711","88.8349533081055","87.4396133422852","87.9227066040039","88.4057998657227","87.9227066040039",
"Ethiopia","ETH","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.5","","18.9054718017578","","18.4079608917236","","13.4328355789185","16.9154224395752","16.3461532592773","11.5384616851807","15.384614944458","12.9807691574097","12.5","11.3744077682495","10.9004735946655","10.3286380767822","11.7370891571045","12.6760559082031","12.8078813552856","12.8078813552856","9.85221672058105","9.85221672058105","16.019416809082","19.3236713409424","20.7729473114014","20.2898559570313","20.7729473114014",
"European Union","EUU","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","","95.0248718261719","","99.5024871826172","","99.5024871826172","99.0049743652344","99.5192337036133","99.5192337036133","97.1153869628906","96.6346130371094","96.6346130371094","96.6824645996094","96.6824645996094","96.2441329956055","96.7136154174805","97.1830978393555","97.5369491577148","96.5517272949219","97.0443344116211","99.014778137207","98.5436859130859","99.5169067382813","99.5169067382813","99.5169067382813","98.5507278442383",
"Fiji","FJI","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","","56.2189064025879","","38.3084564208984","","50.2487564086914","49.7512435913086","47.1153831481934","52.8846168518066","35.5769233703613","29.8076915740967","28.365385055542","22.748815536499","15.1658763885498","16.4319248199463","19.7183094024658","23.0046939849854","41.8719215393066","48.2758636474609","48.7684745788574","50.2463035583496","51.4563102722168","46.3768119812012","50.2415466308594","39.1304359436035","41.062801361084",
"France","FRA","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","","86.0696487426758","","86.0696487426758","","85.572135925293","85.0746231079102","91.8269195556641","92.788459777832","91.8269195556641","91.3461532592773","91.3461532592773","90.5213241577148","90.0473937988281","88.7323913574219","89.6713638305664","89.6713638305664","89.6551742553711","89.6551742553711","85.2216720581055","85.7142868041992","86.8932037353516","85.5072479248047","81.6425094604492","85.5072479248047","85.9903411865234",
"Faroe Islands","FRO","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","","76.1194000244141","","78.1094512939453","","77.6119384765625","81.0945281982422","75","79.3269195556641","84.1346130371094","82.6923065185547","85.0961532592773","83.4123229980469","81.9905242919922","77.4647903442383","77.9342727661133","78.8732376098633","83.7438430786133","85.2216720581055","85.7142868041992","85.2216720581055","86.4077682495117","85.9903411865234","86.9565200805664","86.4734268188477","86.9565200805664",
"Gabon","GAB","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","38.3084564208984","","33.8308448791504","","32.8358192443848","28.8557205200195","25.480770111084","24.0384616851807","21.1538467407227","24.519229888916","25","20.8530807495117","24.6445503234863","22.5352115631104","24.4131450653076","24.4131450653076","23.645320892334","23.1527099609375","22.660099029541","19.7044334411621","21.8446598052979","20.2898559570313","21.7391300201416","23.1884059906006","24.1545886993408",
"United Kingdom","GBR","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","","87.0646743774414","","91.5422897338867","","90.5472640991211","90.5472640991211","95.1923065185547","92.3076934814453","94.2307662963867","92.788459777832","92.3076934814453","91.9431304931641","91.9431304931641","92.0187759399414","92.4882659912109","92.4882659912109","90.1477813720703","92.1182250976563","93.1034469604492","93.596061706543","93.2038803100586","91.7874374389648","88.8888854980469","89.8550720214844","89.3719787597656",
"Georgia","GEO","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.5","","39.3034820556641","","42.2885589599609","","33.8308448791504","42.2885589599609","46.6346168518066","47.5961532592773","43.75","38.461540222168","39.4230766296387","41.2322273254395","41.7061614990234","41.7840385437012","50.2347412109375","55.3990592956543","57.6354675292969","56.6502456665039","55.6650238037109","54.679801940918","55.8252410888672","52.6570053100586","49.2753639221191","47.3429946899414","48.3091773986816",
"Ghana","GHA","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","","44.7761192321777","","52.7363166809082","","49.7512435913086","57.2139320373535","54.3269233703613","57.211540222168","58.6538467407227","60.5769233703613","58.6538467407227","61.6113739013672","63.0331764221191","62.4413146972656","61.9718322753906","62.4413146972656","61.5763549804688","64.0394058227539","67.4876861572266","66.9950714111328","67.4757308959961","64.7342987060547","63.2850227355957","60.8695640563965","59.4202880859375",
"Gibraltar","GIB","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","","14.9253730773926","","14.9253730773926","","12.4378108978271","12.93532371521","12.5","13.942307472229","12.9807691574097","9.61538505554199","9.13461494445801","10.9004735946655","22.274881362915","23.9436626434326","17.8403759002686","18.3098583221436","24.1379318237305","24.1379318237305","25.1231517791748","25.6157627105713","25.7281551361084","25.6038646697998","23.1884059906006","21.2560386657715","19.3236713409424",
"Gambia, The","GMB","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","20.8955230712891","","16.4179096221924","","28.3582096099854","33.8308448791504","27.4038467407227","19.230770111084","24.0384616851807","23.5576915740967","23.5576915740967","18.9573459625244","16.1137447357178","13.6150236129761","12.6760559082031","13.6150236129761","13.3004922866821","8.86699485778809","13.3004922866821","29.5566501617432","37.8640785217285","37.1980667114258","38.6473426818848","42.512077331543","45.4106292724609",
"Guinea-Bissau","GNB","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","20.3980102539063","","29.8507461547852","","29.3532333374023","19.4029846191406","23.0769233703613","33.1730766296387","29.3269233703613","27.4038467407227","27.884614944458","27.488151550293","26.5402851104736","25.3521118164063","10.7981224060059","11.2676057815552","24.630542755127","26.6009845733643","26.1083736419678","24.630542755127","28.1553401947021","32.3671493530273","34.2995185852051","38.164249420166","35.7487907409668",
"Equatorial Guinea","GNQ","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","6.46766185760498","","6.46766185760498","","4.97512435913086","4.47761201858521","5.28846168518066","4.807692527771","3.36538457870483","2.88461542129517","2.88461542129517","3.79146909713745","3.3175356388092","2.81690144538879","2.3474178314209","1.877934217453","1.97044336795807","1.97044336795807","1.97044336795807","1.47783255577087","2.42718458175659","2.4154589176178","2.89855074882507","2.89855074882507","4.34782600402832",
"Greece","GRC","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5","","82.0895538330078","","78.6069641113281","","78.6069641113281","86.5671615600586","87.0192337036133","83.6538467407227","77.8846130371094","78.8461532592773","73.5576934814453","73.9336471557617","74.407585144043","72.7699508666992","69.4835662841797","68.0751190185547","68.4729080200195","70.4433517456055","70.4433517456055","69.4581298828125","71.8446578979492","72.4637680053711","78.260871887207","77.7777786254883","76.8115921020508",
"Grenada","GRD","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","","68.6567153930664","","69.1542282104492","","70.6467666625977","71.1442794799805","65.8653869628906","64.4230804443359","70.6730804443359","71.6346130371094","72.1153869628906","71.0900497436523","71.5639801025391","71.3615036010742","70.4225387573242","70.8920211791992","73.3990173339844","72.4137954711914","72.4137954711914","71.4285736083984","64.5631103515625","70.0483093261719","69.0821228027344","69.0821228027344","68.1159439086914",
"Greenland","GRL","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9952621459961","91.4691925048828","91.5492935180664","91.5492935180664","91.5492935180664","92.1182250976563","91.625617980957","92.1182250976563","92.61083984375","91.2621383666992","91.3043441772461","92.7536239624023","91.7874374389648","91.3043441772461",
"Guatemala","GTM","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5","","43.7810935974121","","40.7960205078125","","40.2985076904297","34.3283576965332","38.461540222168","37.5","41.3461532592773","41.8269233703613","41.3461532592773","39.8104248046875","36.4928894042969","36.6197166442871","35.6807518005371","36.1502342224121","36.9458122253418","35.9605903625488","37.4384231567383","37.4384231567383","34.9514579772949","34.7826080322266","35.2657012939453","34.2995185852051","33.8164253234863",
"Guam","GUM","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.788459777832","70.6730804443359","65.3846130371094","78.3653869628906","79.3269195556641","77.2511825561523","70.6161117553711","70.8920211791992","73.2394332885742","72.3004684448242","","","","","87.3786392211914","86.9565200805664","83.5748825073242","85.9903411865234","85.0241546630859",
"Guyana","GUY","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","","61.1940307617188","","62.6865653991699","","64.1791076660156","61.6915435791016","51.9230766296387","41.8269233703613","50.480770111084","50.961540222168","51.4423065185547","52.1327018737793","50.2369651794434","50.2347412109375","49.7652587890625","49.7652587890625","52.2167472839355","53.2019691467285","54.679801940918","55.6650238037109","55.3398056030273","54.5893707275391","54.1062812805176","55.5555572509766","55.0724639892578",
"High income","HIC","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","","46.766170501709","","51.7412948608398","","54.2288551330566","62.6865653991699","65.3846130371094","67.3076934814453","61.538459777832","60.0961532592773","59.1346168518066","60.6635055541992","63.5071105957031","65.7276992797852","66.6666641235352","69.9530487060547","65.5172424316406","64.5320205688477","58.1280784606934","59.6059112548828","61.1650466918945","51.2077293395996","46.8599052429199","37.1980667114258","35.2657012939453",
"Honduras","HND","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","","48.2587051391602","","49.2537307739258","","44.2786064147949","42.7860679626465","37.980770111084","37.980770111084","42.3076934814453","40.3846168518066","37.5","30.3317527770996","31.7535552978516","31.9248828887939","33.3333320617676","31.4553985595703","33.9901466369629","31.5270938873291","32.5123138427734","32.5123138427734","31.0679607391357","30.4347820281982","30.4347820281982","32.8502426147461","34.2995185852051",
"Heavily indebted poor countries (HIPC)","HPC","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","41.7910461425781","","65.1741256713867","","65.1741256713867","66.6666641235352","69.2307662963867","63.461540222168","60.5769233703613","62.980770111084","60.5769233703613","61.1374397277832","61.6113739013672","64.3192520141602","64.7887344360352","64.3192520141602","64.0394058227539","65.5172424316406","65.0246276855469","61.5763549804688","60.6796112060547","60.386474609375","64.7342987060547","64.7342987060547","66.1835784912109",
"Haiti","HTI","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","32.3383102416992","","27.8606967926025","","13.9303483963013","12.4378108978271","9.61538505554199","12.5","28.365385055542","30.2884616851807","29.3269233703613","29.8578205108643","28.4360198974609","26.7605628967285","26.2910804748535","26.7605628967285","25.6157627105713","25.1231517791748","25.6157627105713","26.1083736419678","26.6990299224854","26.0869560241699","24.6376819610596","22.7053146362305","16.425121307373",
"Hungary","HUN","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","","80.0995025634766","","85.0746231079102","","86.0696487426758","87.0646743774414","85.5769195556641","86.538459777832","78.8461532592773","80.7692337036133","76.4423065185547","74.8815155029297","73.459716796875","73.2394332885742","70.8920211791992","70.4225387573242","66.5024642944336","66.5024642944336","58.6206893920898","65.0246276855469","64.0776672363281","57.9710159301758","58.937198638916","58.937198638916","59.9033813476563",
"IBRD only","IBD","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","","17.412935256958","","43.2835807800293","","41.7910461425781","40.7960205078125","40.3846168518066","45.6730766296387","45.1923065185547","46.6346168518066","47.1153831481934","47.8672981262207","48.3412322998047","48.8262901306152","52.582160949707","50.2347412109375","51.7241363525391","53.694580078125","51.7241363525391","51.2315254211426","51.9417457580566","51.6908226013184","52.1739120483398","52.6570053100586","52.6570053100586",
"IDA only","IDX","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","","61.6915435791016","","59.2039794921875","","61.1940307617188","63.1840782165527","61.538459777832","61.538459777832","59.1346168518066","59.6153831481934","60.0961532592773","59.7156410217285","60.1895751953125","61.0328636169434","61.0328636169434","61.5023460388184","60.0985221862793","60.5911331176758","61.5763549804688","58.6206893920898","58.2524261474609","56.038646697998","52.6570053100586","50.7246360778809","49.2753639221191",
"Not classified","INX","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.5","","92.5373153686523","","93.0348281860352","","89.5522384643555","90.0497512817383","93.2692337036133","97.5961532592773","95.1923065185547","95.6730804443359","95.6730804443359","93.8388595581055","93.3649291992188","92.4882659912109","92.0187759399414","92.0187759399414","92.61083984375","92.61083984375","92.61083984375","90.6403961181641","91.7475738525391","93.2367172241211","95.1690826416016","95.1690826416016","96.1352691650391",
"Iran, Islamic Rep.","IRN","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5","","23.3830852508545","","21.3930339813232","","17.412935256958","11.4427862167358","12.9807691574097","10.5769233703613","8.17307662963867","7.692307472229","7.21153831481934","6.63507127761841","6.63507127761841","7.0422534942627","5.63380289077759","5.16431903839111","5.9113302230835","7.88177347183228","12.3152713775635","12.8078813552856","12.62135887146","12.0772943496704","8.21256065368652","9.17874431610107","8.69565200805664",
"Iraq","IRQ","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.995024859905243","","1.49253726005554","","0.497512429952621","7.96019887924194","4.807692527771","9.61538505554199","10.0961542129517","15.865385055542","16.3461532592773","18.0094795227051","19.4312801361084","18.3098583221436","16.4319248199463","16.4319248199463","15.7635469436646","17.7339897155762","22.1674880981445","20.6896553039551","20.8737869262695","22.2222213745117","21.2560386657715","21.7391300201416","22.2222213745117",
"Iceland","ISL","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","","94.0298538208008","","94.5273666381836","","96.5174102783203","98.5074615478516","95.6730804443359","95.6730804443359","96.1538467407227","96.1538467407227","96.1538467407227","95.7345962524414","95.7345962524414","95.3051605224609","94.8356781005859","94.8356781005859","93.1034469604492","93.596061706543","94.5812835693359","94.5812835693359","93.689323425293","92.7536239624023","94.6859893798828","94.2028961181641","95.1690826416016",
"Israel","ISR","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","","66.1691513061523","","68.6567153930664","","66.1691513061523","67.164176940918","69.711540222168","68.2692337036133","71.1538467407227","69.711540222168","69.2307662963867","65.4028472900391","66.8246459960938","67.6056365966797","67.6056365966797","67.1361465454102","70.9359588623047","71.9211807250977","71.9211807250977","70.9359588623047","68.9320373535156","69.0821228027344","68.1159439086914","67.6328506469727","67.6328506469727",
"Italy","ITA","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.5","","79.6019897460938","","79.6019897460938","","78.1094512939453","77.6119384765625","86.538459777832","81.7307662963867","83.1730804443359","86.0576934814453","81.25","81.5165863037109","75.8293838500977","75.1173706054688","74.6478881835938","76.0563354492188","77.8325119018555","81.2807846069336","81.7733993530273","78.8177337646484","78.1553421020508","76.8115921020508","81.159423828125","83.5748825073242","82.6086959838867",
